Name	HMDB_ID
1,1'-Ethylidenebis-L-tryptophan	HMDB0034899
1,1'-[Ethylidenebis(oxy)]bis[hexane], 9ci	HMDB0038678
1,1'-(Ethylidenebis(oxy))bis-hexane	HMDB0038678
1,1'-[Ethylidenebis(oxy)]bis-hexane	HMDB0038678
1,1'-Ethylidenebis(tryptophan)	HMDB0034899
1,1'-Ethylidenebistryptophan	HMDB0034899
1-(1H-imidazo[4,5-c]Pyridin-4-yl)ethanone, 9ci	HMDB0034888
1-(1H-indol-3-yl)-3-Methyl-2,3-butanediol, 9ci	HMDB0033430
1-(1H-indol-3-yl)-N,N-Dimethylmethanamine	HMDB0035762
1-(1H-Pyrrol-2-yl)1-ethanone	HMDB0035882
1-(1H-Pyrrol-2-yl)ethan-1-one	HMDB0035882
1-(1H-Pyrrol-2-yl)ethanone, 9ci	HMDB0035882
1-(1H-Pyrrol-2-yl)ethanone (acetylpyrrole)	HMDB0035882
1-(1H-Pyrrol-2-yl)-ethanone	HMDB0035882
1-(1H-Pyrrol-2-yl)ethanone	HMDB0035882
1-(1H-Pyrrole-2-yl)-ethanone	HMDB0035882
11-Hydroxy-2H-benzo[c]pyrano[2,3-H]cinnolin-2-one, 9ci	HMDB0039035
11-Hydroxy-2H-benzo(c)pyrano(2,3-H)cinnolin-2-one	HMDB0039035
11-Hydroxy-6-methylprogesterone	HMDB0014398
11-Hydroxytubotaiwine	HMDB0040799
11-Hydroxyyangonin	HMDB0033017
1,1-Kestotetraose	HMDB0039176
1-(1-Methoxyethoxy)pentane	HMDB0038679
1-(1-Methyl-1H-pyrrol-2-yl)-ethanone	HMDB0040360
1-(1-Methyl-1H-pyrrol-2-yl)ethanone	HMDB0040360
1-(1-Methylethyl)-2-methylbenzene	HMDB0037050
11-Methylgerberinol	HMDB0041441
1-(1-Methylpyrrol-2-yl)ethanone	HMDB0040360
1-(1-oxo-2,4-Decadienyl)pyrrolidine, 9ci	HMDB0038840
1-(1-oxo-2-Octadecenyl)piperidine, 9ci	HMDB0039937
1,1'-Oxybis[2,4,5-tribromo]benzene, 9ci	HMDB0037525
1,1'-Oxybis(2,4,5-tribromo-benzene	HMDB0037525
1,1'-Oxybis(2,4,5-tribromobenzene)	HMDB0037525
1,1'-Oxybis[2,4-dibromobenzene], 9ci	HMDB0037547
1,1'-Oxybis(2,4-dibromo-benzene	HMDB0037547
1,1'-Oxybis(2,4-dibromobenzene)	HMDB0037547
1,1'-Oxybis[2,4-dibromobenzene]	HMDB0037547
1,1'-Oxybisbenzene, 9ci	HMDB0034446
1,1-Oxybisbenzene	HMDB0034446
1,1'-Oxybis-benzene	HMDB0034446
1,1'-Oxybis(benzene)	HMDB0034446
1,1'-Oxybisbenzene	HMDB0034446
1,1'-Oxydibenzene	HMDB0034446
1-(1-Propenylsulfinyl)propyl propyl disulfide	HMDB0033074
1-(1-Propenylthio)propyl propyl disulfide	HMDB0033041
1-(1-Pyrrolidinyl)-2-butanone	HMDB0039839
1-(1'-Pyrrolidinyl)-2-butanone	HMDB0039839
1-(1-Pyrrolidinyl)-2-propanone	HMDB0040030
1-(1'-Pyrrolidinyl)-2-propanone	HMDB0040030
1,1'-Thiobis-1-propanethiol	HMDB0040235
1,1'-Thiobis-1-propene, 9ci	HMDB0040234
1,1'-Thiobisethanethiol	HMDB0040239
1,1'-Thiobisethene, 9ci	HMDB0033922
1,1'-Thiobis-ethene	HMDB0033922
1,1'-Thiobisethene	HMDB0033922
11(Z)-Pentadecadienyl}Resorcinol	HMDB0038534
(11β,16α)-16,17-(butylidenebis(oxy))-11,21-dihydroxypregna-1,4-diene-3,20-dione	HMDB0015353
11β,16α,17α,21-tetrahydroxy-9α-fluoro-1,4-pregnadiene-3,20-dione	HMDB0014758
(11β,16α)-9-fluoro-11,21-dihydroxy-16-methylpregna-1,4-diene-3,20-dione	HMDB0014687
(11β,16β)-21-chloro-9-fluoro-11,17-dihydroxy-16-methylpregna-1,4-diene-3,20-dione	HMDB0015148
(11β,16β)-9-chloro-11-hydroxy-16-methyl-17,21-bis(1-oxopropoxy)pregna-1,4-diene-3,20-dione	HMDB0014538
11β,17β-dihydroxy-9α-fluoro-17α-methyl-4-androster-3-one	HMDB0015316
11β,21-dihydroxy-16α,17-[(1-methylethylidene)bis(oxy)]pregna-1,4-diene-3,20-dione	HMDB0015389
11β,21-dihydroxy-16α,17-isopropylidenedioxypregna-1,4-diene-3,20-dione	HMDB0015389
11β,21-dihydroxy-16α,17α-isopropylidenedioxypregna-1,4-diene-3,20-dione	HMDB0015389
11β-hydroxy-6α-methylpregn-4-ene-3,20-dione	HMDB0014398
1,2,12,12a-tetrahydro-6a-Hydroxy-8,9-dimethoxy-2-(1-methylethenyl)-(2R,6ar,12ar)-[1]benzopyrano[3,4-b]furo[2,3-H][1]benzopyran-6(6ah)-one	HMDB0034145
1,2,12,12a-tetrahydro-8,9-Dimethoxy-2-(1-methylethenyl)-[1]benzopyrano[3,4-b]furo[2,3-H][1]benzopyran-6(6ah)-one, 9ci	HMDB0034436
12,14-Dotriacontanedione	HMDB0035577
12,14-Heptacosanedione	HMDB0035545
12,14-Nonacosanedione	HMDB0037328
12,14-Octacosanedione	HMDB0035538
12,14-Triacontanedione	HMDB0035532
1-(2-(2,5-Dimethoxyphenyl)diazenyl)-2-naphthalenol	HMDB0037521
1,2,2'-Trisinapoylgentiobioside	HMDB0041127
1,2,3,4,4a,9,10,10a-octahydro-1,4a-Dimethyl-7-(1-methylethyl)-6-sulfO-1-phenanthrenecarboxylic acid 6-sodium salt	HMDB0015613
1,2,3,4,5,6-hexahydro-6-Methyl-7H-1-pyrindin-7-one, 12ci	HMDB0039659
1,2,3,4,5,6-Hexahydro-6-methyl-7H-cyclopenta[b]pyridin-7-one	HMDB0039659
1,2,3,4,5,6-hexahydro-7H-1-Pyrindin-7-one, 12ci	HMDB0039657
1,2,3,4,5,6-Hexahydro-7H-cyclopenta[b]pyridin-7-one	HMDB0039657
1,2,3,4,5,6-Hexathiacycloheptane	HMDB0035871
1,2,3,4-Tetrahydro-1-[1-hydroxy-3-(4-hydroxyphenyl)-2-propenyl]-6,7-dimethoxy-2-naphthalenol	HMDB0041401
1,2,3,4-Tetrahydro-1-[1-hydroxy-3-(4-hydroxyphenyl)-2-propenyl]-7-methoxy-2,6-naphthalenediol	HMDB0041400
(+-)-1,2,3,4-tetrahydro-1-((4-Hydroxyphenyl)methyl)-6,7-isoquinolinediol	HMDB0033103
1,2,3,4-Tetrahydro-1-phenyl-4-(1-phenylethyl)naphthalene	HMDB0040520
1,2,3,4-Tetrahydro-1-phenyl-4-(2-phenylethyl)naphthalene	HMDB0040519
1,2,3,4-tetrahydro-4-Hydroxyphthalimide	HMDB0034887
1,2,3,4-Tetrahydro-6-propanoylpyridine	HMDB0034884
1,2,3,4-tetrahydro-8-Hydroxy-1-[(4-hydroxyphenyl)methyl]-7-methoxy-2,2-dimethylisoquinolinium	HMDB0040697
1,2,3,4-tetrahydro-8-Methoxy-2-methyl-6,7-methylenedioxyisoquinoline	HMDB0033701
1,2,3,4-tetrahydro-8-Methoxy-6-methyl-1,3-dioxolo[4,5-g]isoquinoline, 9ci	HMDB0033701
1,2,3,4-tetrahydro-9,11-Dimethoxy-2-methylnaphth[2,1-F]isoquinoline-8,12-diol, 9ci	HMDB0038629
1,2,3,4-Tetramethoxy-5-(2-propenyl)benzene	HMDB0034046
1,2,3,4-Tetramethoxy-5-(2)-propenylbenzene	HMDB0034046
1,2,3,5,6,8-Hexathiacyclononane	HMDB0039648
1,2,3,5,6,8-Hexathionane	HMDB0039648
1,2,3,5-tetrabromo-4-(2,4,5-Tribromophenoxy)-benzene	HMDB0037546
1,2,3,5-tetrabromo-4-(2,4,5-Tribromophenoxy)benzene	HMDB0037546
1,2,3,5-tetrahydro-2,2,5,5,7-Pentamethyl-6H-pyrrolo[2,3-b]pyridin-6-one, 9ci	HMDB0041445
1,2',3,5-Tetra-O-galloylhamamelofuranose	HMDB0039371
1,2,3,6-Tetragalloyl-beta-D-glucopyranose	HMDB0039188
1,2,3,6-Tetragalloylglucose	HMDB0039188
1,2,3,6-tetrahydro-3-Hydroxyphthalimide	HMDB0034889
1',2',3',6'-tetrahydro-4'-Methylacetophenone	HMDB0033434
1,2,3,6-Tetrahydrophthalimide	HMDB0033903
1,2,3,6-Tetrakis-O-galloyl-beta-D-glucose	HMDB0039188
1236-TETRAKIS-O-galloyl-beta-D-glucos	HMDB0039188
1,2,3,6-Tetra-O-gallose-beta-D-glucopyranose	HMDB0039188
1,2,3,6-Tetra-O-galloyl-b-D-glucose	HMDB0039188
1,2,3,6-Tetra-O-galloyl-beta-D-glucose	HMDB0039188
1,2,3,9,10-Pentamethoxy-7H-dibenzo[de,g]quinolin-7-one, 9ci	HMDB0033522
1,2,3,9,10-Pentamethoxyoxoaporphine	HMDB0033522
1-(2,3-Dihydro-1H-pyrrolizin-5-yl)-1,4-pentanedione	HMDB0040046
1-(2,3-Dihydro-1H-pyrrolizin-5-yl)-1-butanone	HMDB0040014
1-(2,3-dihydro-1H-Pyrrolizin-5-yl)-1-propanone	HMDB0040022
1-(2,3-Dihydro-1H-pyrrolizin-5-yl)-2-propen-1-one	HMDB0040028
1-(2,3-dihydro-1H-Pyrrolizin-5-yl)-3-hydroxy-1-propanone	HMDB0040021
1-(2,3-dihydro-1H-Pyrrolizin-5-yl)ethanone, 9ci	HMDB0040051
1-(2,3-Dihydro-5,6-dimethyl-1H-pyrrolizin-7-yl)ethanone	HMDB0040027
1-(2,3-Dihydro-5-ethyl-1H-pyrrolizin-7-yl)ethanone	HMDB0040019
1-(2,3-Dihydro-5-methyl-1H-pyrrolizin-7-yl)ethanone	HMDB0040025
1-(2,3-Dihydro-6,7-dimethyl-1H-pyrrolizin-5-yl)-2-hydroxy-1-propanone	HMDB0040010
1-(2,3-dihydro-6,7-Dimethyl-1H-pyrrolizin-5-yl)ethanone	HMDB0040020
1-(2,3-Dihydro-6-methyl-1H-pyrrolizin-5-yl)-1,4-pentanedione	HMDB0040006
1-(2,3-dihydro-6-Methyl-1H-pyrrolizin-5-yl)-1-propanone	HMDB0040018
1-(2,3-dihydro-6-Methyl-1H-pyrrolizin-5-yl)ethanone, 9ci	HMDB0040024
1-(2,3-dihydro-7-Methyl-1H-pyrrolizin-5-yl)-1-propanone	HMDB0040017
1-(2,3-dihydro-7-Methyl-1H-pyrrolizin-5-yl)ethanone	HMDB0040023
1-(2,3-Dihydroxy-4,5-dimethoxyphenyl)-2-phenylethane	HMDB0040929
1,2,3-Oxathiazin-4(3H)-one, 6-methyl-, 2,2-dioxide	HMDB0033585
1,2,3-Propanetricarboxylic acid, 2-acetoxy-, tributyl ester	HMDB0034159
1,2,3-Propanetricarboxylic acid, 2-hydroxy-, triethyl ester	HMDB0034263
1,2,3-Trimethoxy-5-(2-propenyl)benzene, 9ci	HMDB0033778
1,2,3-Trimethoxy-5-(2-propenyl)-benzene	HMDB0033778
1,2,3-Trimethoxy-5-[2-propenyl]-benzene	HMDB0033778
1,2,3-Trimethoxy-5-allylbenzene (elemicin)	HMDB0033778
1,2,3-Trimethoxydibenz[CD,F]indol-4(5H)-one, 9ci	HMDB0038584
1,2,3-Tri-O-galloyl-4,6-(S)-hexahydroxydiphenoyl-b-D-glucopyranose	HMDB0039265
1,2,3-Trithiacyclohexane	HMDB0040452
1,2,3-Trithiane	HMDB0040452
1,2,3-Trithian	HMDB0040452
1,2,4/3,5,6-cyclohexanehexol	HMDB0034220
1,2,4,5,7,8-Hexathiacyclononane	HMDB0039432
1,2,4,5,7,8-Hexathiocyclononane	HMDB0039432
1,2,4,5,7,8-Hexathionane	HMDB0039432
1,2,4,5,7-Pentathiacyclooctane	HMDB0039431
1,2,4,5,7-Pentathiaoctane	HMDB0039431
1,2,4,5,7-Pentathiocane	HMDB0039431
1-(2,4,5-Trihydroxyphenyl)-1-butanone	HMDB0037177
1-(2,4,5-Trihydroxyphenyl)butan-1-one	HMDB0037177
1-(2,4,5-Trimethoxyphenyl)-1-propanone	HMDB0040629
1-(2,4,5-Trimethoxyphenyl)ethan-1-one	HMDB0039027
1-(2,4,5-Trimethoxyphenyl)-ethanone	HMDB0039027
1-(2,4,5-Trimethoxyphenyl)ethanone	HMDB0039027
1,2,4,6-Tetragalloyl-beta-D-glucopyranose	HMDB0039191
1,2,4,6-Tetra-O-galloyl-beta-D-glucose	HMDB0039191
1-[2,4,6-Trihydroxy-3,5-bis(3-methyl-2-butenyl)phenyl]-2-methyl-1-butanone, 9ci	HMDB0037378
1,2,4,7-Tetraacetoxy-8-hydroxy-3-(4-hydroxyphenyl)dibenzofuran	HMDB0034701
1,2,4,8-Tetraacetoxy-7-hydroxy-3-(4-hydroxyphenyl)dibenzofuran	HMDB0034700
1,2,4-Benzenetriol methylene ether	HMDB0033812
