Name	HMDB_ID
10-[2-(1-Methyl-2-piperidyl)ethyl]-2-methylsulphanyl-phenothiazine	HMDB0014817
10-(2-(1-Methyl-2-piperidyl)ethyl)-2-methylsulphinyl phenothiazine	HMDB0015068
10-(2(1-Methyl-2-piperidyl)ethyl)-2-(methylsulphinyl)phenothiazine	HMDB0015068
1026, NSC	HMDB0062225
10-[2-(diethylamino)-1-Propyl]phenothiazine	HMDB0014536
10-[2-(diethylamino)-2-Methylethyl]phenothiazine	HMDB0014536
10-[2-(diethylamino)Propyl]phenothiazine	HMDB0014536
10-(2-Diethylaminopropyl)phenothiazine	HMDB0014536
10-(2-dimethylamino-2-Methylethyl)-10H-pyrido(3,2- b)(1,4)benzothiazine	HMDB0015692
10-(2-Dimethylaminopropyl)-2-propionylphenothiazine	HMDB0014915
10-(2-(dimethylamino)Propyl)phenothiazin-2-yl methyl ketone	HMDB0015553
10-[2-(dimethylamino)Propyl]phenothiazine	HMDB0015202
10-(2-Dimethylaminopropyl)phenothiazine	HMDB0015202
10-(3-(2-Hydroxyethyl)piperazinopropyl)-2-(trifluoromethyl)phenothiazine	HMDB0014761
10-(3'-(4''-(beta-Hydroxyethyl)-1''-piperazinyl)-propyl)-3-trifluoromethylphenothiazine	HMDB0014761
10-(3'-(4''-(b-Hydroxyethyl)-1''-piperazinyl)-propyl)-3-trifluoromethylphenothiazine	HMDB0014761
10-(3-(4-hydroxypiperidino)Propyl)phenothiazine-2-carbonitrile	HMDB0015546
10-[3-(4-Methyl-1-piperazinyl)propyl]-2-(trifluoromethyl)-10H-phenothiazine	HMDB0014969
10-[3-(4-METHYL-piperazin-1-yl)-propyl]-2-trifluoromethyl-10H-phenothiazine	HMDB0014969
10-(3'-(4''-(β-hydroxyethyl)-1''-piperazinyl)-propyl)-3-trifluoromethylphenothiazine	HMDB0014761
(-)-10-(3-(dimethylamino)-2-Methylpropyl)-2-methoxyphenothiazine	HMDB0015474
10-(3-(dimethylamino)Propyl)-2-(trifluoromethyl)phenothiazine	HMDB0014650
10-(3-Dimethylaminopropyl)phenothiazin-3-yl methyl ketone	HMDB0015552
10-(3-Dimethylaminopropyl)phenothiazine-3-ethylone	HMDB0015552
10-(3-(dimethylamino)Propyl)phenothiazine	HMDB0014564
[10-(3-Morpholin-4-yl-propionyl)-10H-phenothiazin-2-yl]-carbamate ethyl ester	HMDB0014818
[10-(3-Morpholin-4-yl-propionyl)-10H-phenothiazin-2-yl]-carbamic acid ethyl ester	HMDB0014818
10a-Isopregnenone	HMDB0014522
10alpha-Isopregnenone	HMDB0014522
10-b-D-Glucopyranosyl-1,8-dihydroxy-3-(hydroxymethyl)-9(10H)-anthracenone, 9ci	HMDB0035219
(10b)Orthoboric acid	HMDB0035731
10H-pyrido(3,2-b)(1,4)-Benzothiadiazine-10- carboxylic acid 2-(2-piperidinoethoxy)ethyl ester D 254	HMDB0015686
10-Methoxy-1,5,9-trimethyl-(1R,4S,5R,8S,9R,10S,12R,13R)-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecane	HMDB0015643
10α-isopregnenone	HMDB0014522
1-(10-(3-(4-(2-Hydroxyethyl)-1-piperazinyl)propyl)phenothiazin-2-yl)-1-propanone	HMDB0015172
1-[10-(3-dimethylamino-PROPYL)-10H-phenothiazin-2-yl]-ethanone	HMDB0015552
1,1',1'',1'''-[dithiobis(carbonothioylnitrilo)]tetraethane	HMDB0034335
1,1,1,2,2,3,3,3-Octafluoropropane	HMDB0014696
1,1,1,2-tetrafluoro-2-(Difluoromethoxy)ethane	HMDB0015320
1,1,1,3,3,3-hexafluoro-2-(Fluoromethoxy)propane	HMDB0015366
1,1'-(1,4-Phenylenebis-(methylene))-bis-1,4,8,11-tetraazacyclotetradecane octahydrochloride dihydrate	HMDB0015681
1,1'-(1,4-Phenylenebis(methylene))bis(1,4,8,11-tetraazacyclotetradecane)octahydrochloride dihydrate	HMDB0015681
(+-)1-([1,1'-Biphenyl]-4-ylphenylmethyl)-1H-imidazole	HMDB0015583
1,1,1-Ethanetriol diphosphonate	HMDB0015210
1,1,1-Ethanetriol diphosphonic acid	HMDB0015210
11-(1-Methyl-4-piperidinylidene)-6,11-dihydro-5H-benzo[5,6]cyclohepta[1,2-b]pyridine	HMDB0014857
1,1,1-trichloro-2,2-Dihydroxyethane	HMDB0060451
1,1,1-trichloro-2,2-Ethanediol	HMDB0060451
1,1,1-trifluoro-2-bromo-2-Chloroethane	HMDB0015290
1,1,1-trifluoro-2-chloro-2-Bromoethane	HMDB0015290
1-(1,3-Benzodioxol-5-yl)-N-methyl-2-propanamine	HMDB0041931
1-(1,3-Benzodioxol-5-yl)-N-methylpropan-2-amine	HMDB0041931
1-(1,3-dichloro-6-Trifluoromethyl-9-phenanthryl)-3-di(N-butyl)aminopropanol HCL	HMDB0015349
11-(3-(dimethylamino)Propylidene)-6,11-dihydrodibenz(b,e)oxepin-2-acetic acid	HMDB0014906
1-(1-(3-(P-Fluorobenzoyl)propyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone	HMDB0014593
1-{1-[4-(4-fluorophenyl)-4-oxobutyl]-1,2,3,6-tetrahydro-4-pyridinyl}-2,3-dihydro-1H-benzo[D]imidazol-2-one	HMDB0014593
1-{1-[4-(4-fluoro-phenyl)-4-oxo-butyl]-1,2,3,6-tetrahydro-pyridin-4-yl}-1,3-dihydro-benzoimidazol-2-one	HMDB0014593
11-(4-dimethylamino-PHENYL)-17-hydroxy-13-methyl-17-prop-1-ynyl-1,2,6,7,8,11,12,13,14,15,16,17-dodec ahydro-cyclopenta[a]phenanthren-3-one	HMDB0014972
11-((4-Methyl-1-piperazinyl)acetyl)-5,11-dihydro-6H-pyrido(2,3-b)(1,4)benzodiazepin-6-one	HMDB0014808
1-(1-(4-(P-Fluorophenyl)-4-oxobutyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone	HMDB0014593
114, TMC	HMDB0015393
1-(17-(Acetoyl)-3-hydroxy-2-(4-morpholinyl)androstan-16-yl)-1-(2-propenyl)pyrrolidinium	HMDB0014866
(11a,17b)-11,17-Dihydroxy-17-methyl-3-oxo-androsta-1,4-diene-2-carboxaldehyde	HMDB0004631
11a,17b-Dihydroxy-17-methyl-3-oxo-androsta-1,4-diene-2-carboxaldehyde	HMDB0004631
11a,17b-Dihydroxy-17-methyl-3-oxoandrosta-1,4-diene-2-carboxaldehyde	HMDB0004631
(11b,16a)-16,17-(Butylidenebis(oxy))-11,21-dihydroxypregna-1,4-diene-3,20-dione	HMDB0015353
11b,16a,17a,21-Tetrahydroxy-9a-fluoro-1,4-pregnadiene-3,20-dione	HMDB0014758
(11b,16a)-9-fluoro-11,21-Dihydroxy-16-methylpregna-1,4-diene-3,20-dione	HMDB0014687
(11b,16b)-21-chloro-9-fluoro-11,17-Dihydroxy-16-methylpregna-1,4-diene-3,20-dione	HMDB0015148
(11b,16b)-9-chloro-11-Hydroxy-16-methyl-17,21-bis(1-oxopropoxy)pregna-1,4-diene-3,20-dione	HMDB0014538
11b,17b-Dihydroxy-9a-fluoro-17a-methyl-4-androster-3-one	HMDB0015316
11b,21-Dihydroxy-16a,17-[(1-methylethylidene)bis(oxy)]pregna-1,4-diene-3,20-dione	HMDB0015389
11b,21-Dihydroxy-16a,17a-isopropylidenedioxypregna-1,4-diene-3,20-dione	HMDB0015389
11b,21-Dihydroxy-16a,17-isopropylidenedioxypregna-1,4-diene-3,20-dione	HMDB0015389
(+-)-1-(1-benzo[b]Thien-2-ylethyl)-1-hydroxyurea	HMDB0014882
1-(1-Benzylbutyl)-pyrrolidine	HMDB0041998
(11beta,16alpha)-16,17-(Butylidenebis(oxy))-11,21-dihydroxypregna-1,4-diene-3,20-dione	HMDB0015353
11beta,16alpha,17alpha,21-Tetrahydroxy-9alpha-fluoro-1,4-pregnadiene-3,20-dione	HMDB0014758
(11beta,16alpha)-9-fluoro-11,21-Dihydroxy-16-methylpregna-1,4-diene-3,20-dione	HMDB0014687
(11beta,16beta)-21-chloro-9-fluoro-11,17-Dihydroxy-16-methylpregna-1,4-diene-3,20-dione	HMDB0015148
(11beta,16beta)-9-chloro-11-Hydroxy-16-methyl-17,21-bis(1-oxopropoxy)pregna-1,4-diene-3,20-dione	HMDB0014538
11beta,17beta-Dihydroxy-9alpha-fluoro-17alpha-methyl-4-androster-3-one	HMDB0015316
11beta,21-Dihydroxy-16alpha,17-[(1-methylethylidene)bis(oxy)]pregna-1,4-diene-3,20-dione	HMDB0015389
11beta,21-Dihydroxy-16alpha,17alpha-isopropylidenedioxypregna-1,4-diene-3,20-dione	HMDB0015389
11beta,21-Dihydroxy-16alpha,17-isopropylidenedioxypregna-1,4-diene-3,20-dione	HMDB0015389
11 beta-Hydroxy-16 alpha,17 alpha,21-trimethylpregna-1,4-diene-3,20-dione	HMDB0015033
11beta-Hydroxy-6alpha-methylpregn-4-ene-3,20-dione	HMDB0014398
11b-Hydroxy-6a-methylpregn-4-ene-3,20-dione	HMDB0014398
1,1'-[Bis(6-fluoro-3,4-dihydro-2H-1-benzopyran-2-yl)]-2,2'-iminodiethanol	HMDB0015594
1,1'-Bis(6-fluoro-3,4-dihydro-2H-1-benzopyran-2-yl)-2,2'-iminodiethanol	HMDB0015594
11C Erlotinib	HMDB0014671
11C-Erlotinib	HMDB0014671
11-Cyclopropyl-5,11-dihydro-4-methyl-6H-dipyrido(3,2-b:2',3'-e)(1,4)diazepin-6-one	HMDB0014383
11-Demethoxyreserpine	HMDB0015221
11-Desmethoxyreserpine	HMDB0015221
1,1'-Dimethyl-4,4'-bipyridinium	HMDB0033121
1,1'-Dimethyl-4,4'-bipyridyldiylium	HMDB0033121
1,1-Dimethyl biguanide	HMDB0001921
1,1-Dimethylbiguanide	HMDB0001921
1,1'-Dithiobis(N,N-diethylthioformamide)	HMDB0014960
1,1'-Dithiobis(N,N-diethylthio-formamide	HMDB0034335
1,1'-Dithiobis(N,N-diethylthio)-formamide	HMDB0034335
1,1'-Dithiobis(N,N-diethylthioformamide)	HMDB0034335
1,1'-Dithiobis[N,N-diethylthioformamide]	HMDB0034335
1,1'-Hexamethylene bis(5-(P-chlorophenyl)biguanide)	HMDB0015016
1-(1H-indol-4-Yloxy)-3-[(1-methylethyl)amino]propan-2-ol	HMDB0015095
1-(1H-indol-4-Yloxy)-3-(isopropylamino)propan-2-ol	HMDB0015095
1-(1H-indol-4-Yloxy)-3-(propan-2-ylamino)-propan-2-ol	HMDB0015095
11-Hydroxy-6-methylprogesterone	HMDB0014398
1,1 Hydroxyethylenediphosphonate	HMDB0015210
1,1-Hydroxyethylenediphosphonate	HMDB0015210
1-((1-Methylethyl)amino)-3-(1-naphthalenyloxy)-2-propanol	HMDB0001849
(1)-1-(O-(Allyloxy)phenoxy)-3-(isopropylamino)propan-2-ol	HMDB0015520
1,1'-Oxybisethane	HMDB0062326
1-[1-(Phenylmethyl)butyl] pyrrolidine	HMDB0041998
1-[1-(Phenylmethyl)butyl]-pyrrolidine	HMDB0041998
1-[[[(1 R)-1-[3-[(1E)-2-(7-chloro-2-Quinolinyl)ethenyl] phenyl]-3-[2-(1-hydroxy-1-methylethyl)phenyl]propyl]sulfanyl]methyl]cyclopropaneacetate	HMDB0014614
1-[[[(1 R)-1-[3-[(1E)-2-(7-chloro-2-Quinolinyl)ethenyl] phenyl]-3-[2-(1-hydroxy-1-methylethyl)phenyl]propyl]sulfanyl]methyl]cyclopropaneacetic acid	HMDB0014614
1-[[[(1 R)-1-[3-[(1E)-2-(7-chloro-2-Quinolinyl)ethenyl] phenyl]-3-[2-(1-hydroxy-1-methylethyl)phenyl]propyl]sulphanyl]methyl]cyclopropaneacetate	HMDB0014614
1-[[[(1 R)-1-[3-[(1E)-2-(7-chloro-2-Quinolinyl)ethenyl] phenyl]-3-[2-(1-hydroxy-1-methylethyl)phenyl]propyl]sulphanyl]methyl]cyclopropaneacetic acid	HMDB0014614
(1(1S,2R),5(S))-2,3,5-Trideoxy-N-(2,3-dihydro-2-hydroxy-1H-inden-1-yl)-5-(2-(((1,1-dimethylethyl)amino)carbonyl)-4-(3-pyridinylmethyl)-1-piperazinyl)-2-(phenylmethyl)-D-erythro-pentonamide	HMDB0014369
1,1'-Sulfonylbis(4-aminobenzene)	HMDB0014395
1,1'-Sulfonylbis[4-aminobenzene]	HMDB0014395
1,1'-Sulphonylbis(4-aminobenzene)	HMDB0014395
(11β,16α)-16,17-(butylidenebis(oxy))-11,21-dihydroxypregna-1,4-diene-3,20-dione	HMDB0015353
11β,16α,17α,21-tetrahydroxy-9α-fluoro-1,4-pregnadiene-3,20-dione	HMDB0014758
(11β,16α)-9-fluoro-11,21-dihydroxy-16-methylpregna-1,4-diene-3,20-dione	HMDB0014687
(11β,16β)-21-chloro-9-fluoro-11,17-dihydroxy-16-methylpregna-1,4-diene-3,20-dione	HMDB0015148
(11β,16β)-9-chloro-11-hydroxy-16-methyl-17,21-bis(1-oxopropoxy)pregna-1,4-diene-3,20-dione	HMDB0014538
11β,17β-dihydroxy-9α-fluoro-17α-methyl-4-androster-3-one	HMDB0015316
11β,21-dihydroxy-16α,17-[(1-methylethylidene)bis(oxy)]pregna-1,4-diene-3,20-dione	HMDB0015389
11β,21-dihydroxy-16α,17-isopropylidenedioxypregna-1,4-diene-3,20-dione	HMDB0015389
11β,21-dihydroxy-16α,17α-isopropylidenedioxypregna-1,4-diene-3,20-dione	HMDB0015389
11β-hydroxy-6α-methylpregn-4-ene-3,20-dione	HMDB0014398
1,2,12,12a-tetrahydro-8,9-Dimethoxy-2-(1-methylethenyl)-[1]benzopyrano[3,4-b]furo[2,3-H][1]benzopyran-6(6ah)-one, 9ci	HMDB0034436
1-(2-((1-(Ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)octahydro-1H-indol-2-carboxylic acid	HMDB0014660
1-(2-(2-Hydroxy-3-(propylamino)propoxy)phenyl)-3-phenyl-1-propanone	HMDB0015313
1,2,3,4,10,14b-hexahydro-2-methyldibenzo(c,F)pyrazino(1,2-a)Azepine	HMDB0015620
1,2,3,4,10,14b-hexahydro-2-methylpyrazino(2,1-a)pyrido(2,3-c)Benzazepine	HMDB0014514
1,2,3,4,4a,9,10,10a-octahydro-1,4a-Dimethyl-7-(1-methylethyl)-6-sulfO-1-phenanthrenecarboxylic acid 6-sodium salt	HMDB0015613
1,2,3,4,5,6-Hexachlorocyclohexane	HMDB0014575
1,2,3,4-Butanetetralyl tetranitrate	HMDB0015551
1,2,3,4-Butanetetralyl tetranitric acid	HMDB0015551
1-((2-(3,4-Dimethoxyphenyl)ethyl)amino)-3-(3-methylphenoxy)-2-propanol	HMDB0015409
1-[2-(3,4-Dimethoxy-phenyl)-ethylamino]-3-m-tolyloxy-propan-2-ol	HMDB0015409
(+-)-1,2,3,4-tetrahydro-1-((4-Hydroxyphenyl)methyl)-6,7-isoquinolinediol	HMDB0033103
1,2,3,4-tetrahydro-9-Acridinamine	HMDB0014526
1,2,3,4-tetrahydro-9-Aminoacridin-1-ol maleate	HMDB0042058
1,2,3,4-tetrahydro-9-Aminoacridine-1-ol	HMDB0042058
1,2,3,4-tetrahydro-9-Aminoacridine	HMDB0014526
1,2,3,4-Tetrahydroaminoacridine	HMDB0014526
1-(2,3-Dideoxy-b-D-glycero-pent-2-enofuranosyl)thymine	HMDB0014787
1-(2,3-Dideoxy-beta-D-glycero-pent-2-enofuranosyl)thymine	HMDB0014787
1-(2,3-Dideoxy-β-D-glycero-pent-2-enofuranosyl)thymine	HMDB0014787
123I-labeled idoxuridine	HMDB0014394
1,2,3-Propanetrioltrinitrate	HMDB0014865
1,2,3-Propanetrioltrinitric acid	HMDB0014865
1,2,3-Propanetriyl nitrate	HMDB0014865
1,2,3-Propanetriyl nitric acid	HMDB0014865
1-(2-(4-(5-chloro-1-(4-Fluorophenyl)-1H-indol-3-yl)-1-piperidinyl)ethyl)-2-imidazolidinone	HMDB0015618
1-[2-[4-[5-chloro-1-(4-Fluorophenyl)-indol-3-yl]-1-piperidyl]ethyl]imidazolidin-2-one	HMDB0015618
1,2,4,6,7,11b-hexahydro-3-Isobutyl-9,10-dimethoxy-2H-benzo[a]quinolizin-2-one	HMDB0015592
1-[2-(4-Aminophenyl)ethyl]-4-phenyl-4-piperidinecarboxlate ethyl ester	HMDB0015049
1-[2-(4-Aminophenyl)ethyl]-4-phenyl-4-piperidinecarboxlic acid ethyl ester	HMDB0015049
1-(2,4-Dihydroxy-6-methoxy-3-methylphenyl)-3-phenyl-2-propen-1-one	HMDB0037485
1-(2,4-Dihydroxyphenyl)-3-(4-hydroxyphenyl)-2-propen-1-one	HMDB0037316
1-(2,4-Dihydroxyphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one	HMDB0037316
1,24(OH)2-22-Ene-24-cyclopropyl D3	HMDB0015567
1,2,5,6-tetrahydro-4H-pyrrolo(3,2,1-Ij)quinolin-4-one (9ci)	HMDB0037113
1,2,5,6-tetrahydro-4H-pyrrolo(3,2,1-Ij)quinolin-4-one	HMDB0037113
1,2,5,6-Tetrahydro-4H-pyrrolo[3,2,1-ij]quinolin-4-one	HMDB0037113
1,2,5,6-tetrahydropyrrolo(3,2,1-Ij)quinolin-4-one	HMDB0037113
1,2,5,6-tetrahydropyrrolo[3,2,1-Ij]quinolin-4-one	HMDB0037113
1-(2',5'-Dimethoxyphenyl)-2-glycinamidoethanol	HMDB0014356
125I-labeled idoxuridine	HMDB0014394
1-(2',6'-Dimethylphenoxy)-2-aminopropane	HMDB0014523
1-(2,6-Dimethylphenoxy)-2-propanamine	HMDB0014523
(+-)-1-(2,6-Dimethylphenoxy)propan-2-amine	HMDB0014523
1-[2-(Allyloxy)phenoxy]-3-(isopropylamino)-2-propanol	HMDB0015520
1-(2-Allylphenoxy)-3-isopropylamino-2-propanol	HMDB0015004
1,2-Benzenedicarboxylate dibutyl ester	HMDB0033244
1,2-Benzenedicarboxylate	HMDB0002107
1,2-Benzenedicarboxylic acid, 1,2-dibutyl ester	HMDB0033244
1,2-Benzenedicarboxylic acid dibutyl ester	HMDB0033244
1,2-Benzenedicarboxylic acid, dibutyl ester	HMDB0033244
1,2-Benzenedicarboxylic acid	HMDB0002107
1,2-Benzisoxazole-3-methanesulfonamide	HMDB0015045
1,2-Benzisoxazole-3-methanesulphonamide	HMDB0015045
1, 2-Benzopyrone	HMDB0001218
1,2-Benzopyrone	HMDB0001218
12beta-Hydroxydigitoxin	HMDB0001917
12b-Hydroxydigitoxin	HMDB0001917
(+)-1,2-Bis(3,5-dioxo-1-piperazinyl)propane	HMDB0014524
1-(2-chloro-5-Pyridylmethyl)-2-(nitroimino)imidazolidine	HMDB0040292
1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea	HMDB0015337
1-(2-Chloroethyl)-3-cyclohexylnitrosourea	HMDB0015337
1-(2-Chlorophenyl)-3-(dimethylamino)-1-phenyl-1-propanol	HMDB0015585
1-((2-Chlorophenyl)diphenylmethyl)-1H-imidazole	HMDB0001922
1-(2-Cyanoethyl)-7-chloro-3-hydroxy-5-(2'-fluorophenyl)-1,3-dihydro-2H-1,4-benzodiazepin-2-one	HMDB0015533
1, 2-dehydro-17-Methyltestosterone	HMDB0041925
1,2-dehydro-17-Methyltestosterone	HMDB0041925
1,2-Dehydrocortisone	HMDB0014773
1-(2-Deoxy-b-D-ribofuranosyl)-5-fluorouracil	HMDB0014467
1-(2-Deoxy-b-D-ribofuranosyl)-5-iodouracil	HMDB0014394
1-(2-Deoxy-beta-D-ribofuranosyl)-5-fluorouracil	HMDB0014467
1-(2-Deoxy-beta-D-ribofuranosyl)-5-iodouracil	HMDB0014394
1-(2-Deoxy-beta-L-erythropentafuranosyl)-5-methyl-2,4(1H,3H)-pyrimidinedione	HMDB0015394
1-(2-Deoxy-beta-L-ribofuranosyl)-5-methyluracil	HMDB0015394
1-(2-Deoxy-b-L-ribofuranosyl)-5-methyluracil	HMDB0015394
1-(2-Deoxy-β-D-ribofuranosyl)-5-fluorouracil	HMDB0014467
1-(2-Deoxy-β-D-ribofuranosyl)-5-iodouracil	HMDB0014394
1-(2-Deoxy-β-L-ribofuranosyl)-5-methyluracil	HMDB0015394
1,2-Diacylglycerol-LD-PE-pool	HMDB0062269
1,2-Diacylglycerol-LD-SM-pool	HMDB0062272
1,2-Didehydrotestololactone	HMDB0015031
1-{[2-(diethylamino)ethyl]amino}-4-methylthioxanthen-9-one	HMDB0015607
1-((2-(diethylamino)Ethyl)amino)-4-methylthioxanthen-9-one	HMDB0015607
1-[[2-(diethylamino)Ethyl]amino]-4-methylthioxanthone	HMDB0015607
1,2-dihydro-1,5-Dimethyl-2-phenyl-3H-pyrazol-3-one	HMDB0015503
1,2-dihydro-Spirorenone	HMDB0015467
1,2-Dihydrospirorenone	HMDB0015467
(1,2-Dihydroxy-3-propyl)thiophyllin	HMDB0014789
1,2-Dihydroxy-4-formylbenzene	HMDB0059965
1,2-Dihydroxyethane-1,2-dicarboxylic acid	HMDB0000956
1,2-Dihydroxyethane	HMDB0037790
1,2-Dihydroxynaphthalene	HMDB0060497
1,2-Dihydroxynaphthalene monohydrate	HMDB0060497
1,2-Dihydroxypropane	HMDB0001881
1,2-dimercapto-3-Propanol	HMDB0015677
1-[2-(dimethylamino)-1-(4-Hydroxyphenyl)ethyl]cyclohexanol	HMDB0015646
1-(2-(dimethylamino)-1-(4-Methoxyphenyl)ethyl)cyclohexanol HCL	HMDB0005016
1,2-Diphenyl-3,5-dioxo-4-(2-phenylsulfinylethyl)pyrazolidine	HMDB0015269
1,2-Diphenyl-3,5-dioxo-4-(2-phenylsulphinylethyl)pyrazolidine	HMDB0015269
1,2-Diphenyl-4-(2'-phenylsulfinethyl)-3,5-pyrazolidinedione	HMDB0015269
1,2-Diphenyl-4-(2'-phenylsulphinethyl)-3,5-pyrazolidinedione	HMDB0015269
1,2-Diphenyl-4-(gamma-ketobutyl)-3,5-pyrazolidinedione	HMDB0041914
1,2-Diphenyl-4-(g-ketobutyl)-3,5-pyrazolidinedione	HMDB0041914
1,2-Diphenyl-4-N-butyl-4-hydroxymethyl-3,5-dioxopyrazolidine hemisuccinate	HMDB0042019
1,2-Diphenyl-4-(γ-ketobutyl)-3,5-pyrazolidinedione	HMDB0041914
1,2-Dithioglycerol	HMDB0015677
1,2-Epoxyhexadecane	HMDB0033792
1,2 Ethanediol	HMDB0037790
1,2-Ethanediol	HMDB0037790
1-(2-Ethoxy-ethyl)-2-(4-methyl-[1,4]diazepan-1-yl)-1H-benzoimidazole	HMDB0015216
1-(2-Ethoxyethyl)-2-(4-methyl-1-homopiperazinyl)benzimidazole difumarate	HMDB0015216
1-[2-(Ethoxy)ethyl]-2-(4-methyl-1-homopiperazinyl)benzimidazole	HMDB0015216
1-(2-Ethoxyethyl)-2-(hexahydro-4-methyl-1H-1,4-diazepin-1-yl)benzimidazole	HMDB0015216
1-(2-Hydroxy-1-ethyl)-2-methyl-5-nitroimidazole	HMDB0015052
12'-Hydroxy-2'-methyl-5'alpha-(phenylmethyl)ergotaman-3',6',18-trione	HMDB0014834
12'-Hydroxy-2'-methyl-5'a-(phenylmethyl)ergotaman-3',6',18-trione	HMDB0014834
12'-Hydroxy-2'-methyl-5'α-(phenylmethyl)ergotaman-3',6',18-trione	HMDB0014834
1-(2-Hydroxyethyl)-2-methyl-5-nitroimidazole	HMDB0015052
1-(2-Hydroxyethyl)-4-(3-(trifluoromethyl-10-phenothiazinyl)propyl)-piperazine	HMDB0014761
1-(2-(Hydroxymethyl)oxathiolan-5-yl)-5-fluorocytosine	HMDB0038116
1-(2-Methoxyphenyl)-2-methylaminopropane	HMDB0041930
1,2-Naphthalenediol	HMDB0060497
1,2-Naphthohydroquinone	HMDB0060497
12'-O-Methylliensinine	HMDB0034104
1,2 Propanediol	HMDB0001881
1,2-Propanediol	HMDB0001881
1,2-Propylene glycol	HMDB0001881
1,2-Propylenglykol	HMDB0001881
(-)-1-((2R,5S)-2-(Hydroxymethyl)-1,3-oxathiolan-5-yl)cytosine	HMDB0014847
1,2-(RS)-Propanediol	HMDB0001881
12-Sulfodehydroabietic acid	HMDB0015613
12β-hydroxydigitoxin	HMDB0001917
(+/-)-13,17a-diethyl-17b-hydroxygon-4-en-3-one	HMDB0006026
131I-labeled idoxuridine	HMDB0014394
1-(3-((1-Methylethyl)amino)-2-pyridinyl)-4-((5-((methylsulfonyl)amino)-1H-indol-2-yl)carbonyl)piperazine	HMDB0014843
1-(3-((1-Methylethyl)amino)-2-pyridinyl)-4-((5-((methylsulphonyl)amino)-1H-indol-2-yl)carbonyl)piperazine	HMDB0014843
1-[3-(2-Dimethylaminoethyl)-1H-indol-5-yl]-N-methyl-methanesulfonamide	HMDB0005037
1-[3-(2-Dimethylaminoethyl)-1H-indol-5-yl]-N-methyl-methanesulphonamide	HMDB0005037
1-(((3-(2-(dimethylamino)Ethyl)indol-5-yl)methyl)sulfonyl)pyrrolidine	HMDB0015054
1-(((3-(2-(dimethylamino)Ethyl)indol-5-yl)methyl)sulphonyl)pyrrolidine	HMDB0015054
1332-77-0 (Di-potassium salt)	HMDB0035731
1-(((3-(3,4-dihydro-5-Methyl)-4-oxo-7-propylimidazo(5,1-F)-as-triazin-2-yl)-4-ethoxyphenyl)sulfonyl)-4-ethylpiperazine	HMDB0015000
1,3,3-Trimethyl-2-oxabicyclo[2.2.2]octane	HMDB0004472
1-(3-(4-(5-chloro-2-oxo-2,3-dihydrobenzo[D]Imidazol-1-yl)piperidin-1-yl)propyl)-1H-benzo[D]imidazol-2(3H)-one	HMDB0015315
